8,1,U,-4.4287
8,1,D,-4.3214
8,1,L,-4.3213
8,1,R,-4.3708
8,2,U,-4.5263
8,2,D,-4.3322
8,2,L,-4.3259
8,2,R,-5.0345
8,3,U,-4.8049
8,3,D,-4.8578
8,3,L,-4.7850
8,3,R,-17.1000
8,5,U,-4.3229
8,5,D,-4.3157
8,5,L,-17.1000
8,5,R,-4.7474
8,6,U,-4.3725
8,6,D,-4.8185
8,6,L,-4.4241
8,6,R,-4.3352
8,7,U,-3.7545
8,7,D,-4.3770
8,7,L,-4.4322
8,7,R,-18.8100
8,9,U,-0.9000
8,9,D,18.8100
8,9,L,0.0000
8,9,R,0.0000
8,11,U,-3.4125
8,11,D,-3.6934
8,11,L,-17.1000
8,11,R,-3.6397
8,12,U,-3.7463
8,12,D,-3.8104
8,12,L,-3.9122
8,12,R,-4.2160
8,13,U,-4.3047
8,13,D,-4.2808
8,13,L,-3.7544
8,13,R,-17.1000
8,15,U,-3.6929
8,15,D,-3.6323
8,15,L,-18.8100
8,15,R,-3.3530
8,16,U,-3.2759
8,16,D,-3.1682
8,16,L,-3.7899
8,16,R,-3.1543
8,17,U,-3.7531
8,17,D,-3.1425
8,17,L,-3.1911
8,17,R,-3.1567
8,18,U,-3.2044
8,18,D,-3.2641
8,18,L,-3.2572
8,18,R,-3.1425
9,1,U,-3.9417
9,1,D,-4.3213
9,1,L,-4.3213
9,1,R,-4.2822
9,2,U,-4.3982
9,2,D,-4.7824
9,2,L,-4.4072
9,2,R,-5.1916
9,3,U,-4.8517
9,3,D,-4.8324
9,3,L,-4.8223
9,3,R,-4.9054
9,4,U,-18.8100
9,4,D,-4.3858
9,4,L,-4.7488
9,4,R,-4.7647
9,5,U,-4.3383
9,5,D,-4.4112
9,5,L,-4.8846
9,5,R,-4.3633
9,6,U,-4.7777
9,6,D,-4.3213
9,6,L,-4.8312
9,6,R,-4.3206
9,7,U,-3.9596
9,7,D,-4.3213
9,7,L,-4.3283
9,7,R,-17.1000
9,11,U,-3.3258
9,11,D,-3.7597
9,11,L,-17.1000
9,11,R,-3.6495
9,12,U,-3.7912
9,12,D,-3.7597
9,12,L,-3.7592
9,12,R,-3.8382
9,13,U,-3.7967
9,13,D,-3.7597
9,13,L,-3.9929
9,13,R,-3.7686
9,14,U,-17.1000
9,14,D,-3.1425
9,14,L,-4.2340
9,14,R,-3.6346
9,15,U,-3.6441
9,15,D,-3.1425
9,15,L,-3.1733
9,15,R,-3.6389
9,16,U,-3.2501
9,16,D,-3.1425
9,16,L,-3.1449
9,16,R,-3.1903
9,17,U,-3.1543
9,17,D,-3.1425
9,17,L,-2.6723
9,17,R,-3.6985
9,18,U,-3.7119
9,18,D,-3.2103
9,18,L,-3.2140
9,18,R,-3.7597
